traveller_id,origin_city,traveller_type,adults,children,seniors,total_party_size,pace,total_budget,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,travel_month,nights,archetype,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,split
T002753,Nagpur,couple,2,0,0,2,balanced,22312,low,standard,no_restriction,non_vegetarian,balanced,December,3,adventure_traveller,46,47,76,88,53,82,68,16,42,89,52,43,train
T002754,Mumbai,friends,8,0,0,8,balanced,108730,high,standard,no_restriction,no_preference,balanced,November,3,food_traveller,86,81,61,54,55,5,53,72,56,52,26,39,train
T002755,Ahmedabad,friends,4,0,0,4,packed,28695,low,standard,no_restriction,no_preference,fastest,November,2,adventure_traveller,66,38,82,81,71,74,47,23,51,78,51,26,train
T002756,Hyderabad,seniors,2,0,3,5,easy_going,78205,medium,standard,no_restriction,no_preference,public_transport,September,5,senior_traveller,60,79,81,53,36,32,32,70,50,59,48,44,validation
T002757,Bengaluru,family,3,3,0,6,easy_going,76696,medium,standard,no_restriction,non_vegetarian,private_transport,October,4,adventure_traveller,67,49,93,78,70,81,50,0,54,72,45,26,train
T002758,Indore,solo,1,0,0,1,packed,14445,medium,premium,no_restriction,no_preference,public_transport,March,1,food_traveller,79,80,54,49,60,8,52,97,55,67,19,66,test
T002759,Pune,family,4,1,0,5,packed,97992,high,budget,no_restriction,vegetarian,balanced,December,6,family_traveller,16,92,80,2,60,58,47,14,93,52,73,84,test
T002760,Indore,couple,2,0,0,2,balanced,13986,low,standard,no_restriction,no_preference,lowest_cost,October,2,food_traveller,81,75,47,63,30,24,39,83,73,46,26,70,train
T002761,Bengaluru,seniors,0,0,1,1,packed,22398,medium,luxury,no_restriction,non_vegetarian,public_transport,October,1,culture_traveller,59,91,79,57,51,17,17,49,70,71,65,87,test
T002762,Kochi,couple,2,0,0,2,packed,34136,medium,standard,no_restriction,non_vegetarian,public_transport,February,4,balanced_traveller,62,50,73,56,58,38,47,49,66,68,50,59,train
T002763,Pune,seniors,1,0,3,4,balanced,59579,high,luxury,no_restriction,vegetarian,lowest_cost,January,1,balanced_traveller,58,77,68,54,48,64,62,54,24,45,67,41,test
T002764,Jaipur,seniors,2,0,3,5,easy_going,115685,medium,standard,no_restriction,no_preference,fastest,December,8,family_traveller,88,95,87,47,61,73,39,70,62,79,62,58,validation
T002765,Mumbai,couple,2,0,0,2,easy_going,46591,medium,standard,no_restriction,non_vegetarian,fastest,January,5,adventure_traveller,74,46,74,80,49,81,71,26,53,82,38,0,train
T002766,Kolkata,family,5,2,0,7,balanced,36322,low,budget,no_restriction,non_vegetarian,balanced,March,3,adventure_traveller,57,58,74,79,50,78,66,26,68,98,70,0,train
T002767,Indore,family,4,2,0,6,balanced,37898,low,luxury,no_restriction,no_preference,balanced,January,1,family_traveller,73,86,64,39,56,61,52,62,46,75,67,47,test
T002768,Chennai,solo,1,0,0,1,packed,5816,medium,budget,no_restriction,non_vegetarian,balanced,January,1,family_traveller,10,4,65,16,36,88,31,16,66,15,72,44,train
T002769,Hyderabad,friends,4,0,0,4,balanced,87540,high,standard,no_restriction,vegetarian,private_transport,December,4,food_traveller,72,76,59,55,84,0,52,88,51,56,53,57,train
T002770,Indore,friends,3,0,0,3,easy_going,25662,low,premium,no_restriction,non_vegetarian,fastest,February,2,senior_traveller,66,34,38,52,59,70,61,22,36,86,71,45,train
T002771,Chennai,family,4,4,0,8,balanced,92994,medium,standard,no_restriction,non_vegetarian,public_transport,January,4,family_traveller,85,86,77,45,66,62,77,62,35,38,54,66,train
T002772,Ahmedabad,family,5,1,0,6,balanced,131861,high,standard,no_restriction,no_preference,lowest_cost,October,5,family_traveller,80,100,82,66,61,45,62,49,45,64,41,67,train
T002773,Pune,friends,3,0,0,3,easy_going,33392,medium,premium,no_restriction,vegetarian,balanced,January,2,adventure_traveller,38,59,81,92,71,83,66,18,55,83,55,22,validation
T002774,Ahmedabad,family,3,1,0,4,packed,21469,low,budget,no_restriction,jain,lowest_cost,December,2,family_traveller,95,77,77,51,53,52,63,58,49,65,60,72,train
T002775,Kochi,solo,1,0,0,1,balanced,17873,medium,standard,no_restriction,no_preference,balanced,January,2,balanced_traveller,57,64,66,64,47,61,57,61,78,54,57,50,test
T002776,Ahmedabad,seniors,2,0,4,6,balanced,106530,medium,luxury,no_restriction,no_preference,lowest_cost,October,3,balanced_traveller,67,60,73,57,70,58,58,64,53,63,38,62,validation
T002777,Ahmedabad,family,2,1,0,3,balanced,27796,medium,premium,no_restriction,no_preference,lowest_cost,December,2,beach_traveller,50,9,81,83,69,61,73,73,20,81,38,12,train
T002778,Chennai,family,2,3,0,5,balanced,25238,medium,standard,no_restriction,vegetarian,private_transport,November,1,culture_traveller,68,74,75,34,62,38,6,82,83,84,71,85,train
T002779,Chennai,family,4,4,0,8,easy_going,29273,low,standard,no_restriction,non_vegetarian,fastest,November,1,family_traveller,91,86,81,26,79,80,65,72,57,66,67,56,train
T002780,Kochi,couple,2,0,0,2,balanced,43687,high,budget,no_restriction,no_preference,balanced,January,4,wellness_traveller,62,88,22,34,91,69,1,41,12,23,76,8,test
T002781,Indore,friends,6,0,0,6,packed,30676,low,premium,no_restriction,no_preference,lowest_cost,April,1,wellness_traveller,82,50,77,62,82,14,28,46,67,53,64,67,test
T002782,Bengaluru,couple,2,0,0,2,balanced,109017,medium,luxury,no_restriction,no_preference,balanced,November,5,senior_traveller,72,81,80,52,57,17,3,66,72,52,61,32,train
T002783,Bengaluru,solo,1,0,0,1,balanced,29361,medium,premium,no_restriction,non_vegetarian,private_transport,December,2,adventure_traveller,58,58,85,84,65,98,65,0,54,81,37,30,train
T002784,Nagpur,family,3,4,0,7,packed,62652,medium,standard,no_restriction,non_vegetarian,lowest_cost,January,2,adventure_traveller,55,68,79,76,70,69,65,3,35,87,60,11,train
T002785,Pune,friends,3,0,0,3,balanced,94598,medium,standard,no_restriction,vegetarian,balanced,January,8,nightlife_traveller,75,47,61,36,34,59,89,89,24,71,54,15,validation
T002786,Jaipur,family,4,2,0,6,balanced,56568,medium,standard,no_restriction,vegetarian,private_transport,January,2,family_traveller,78,81,87,72,72,76,54,31,26,66,56,74,train
T002787,Pune,family,4,2,0,6,easy_going,168632,high,standard,no_restriction,vegetarian,lowest_cost,December,7,family_traveller,78,84,85,63,69,65,63,49,54,42,51,62,validation
T002788,Jaipur,solo,1,0,0,1,easy_going,105824,high,luxury,no_restriction,vegetarian,balanced,March,4,beach_traveller,83,76,22,23,9,97,25,84,76,80,62,21,train
T002789,Indore,solo,1,0,0,1,easy_going,18018,medium,luxury,no_restriction,no_preference,lowest_cost,August,1,beach_traveller,54,7,87,83,52,69,83,46,27,83,64,37,train
T002790,Delhi,couple,2,0,0,2,balanced,30164,medium,standard,no_restriction,no_preference,balanced,December,3,culture_traveller,72,82,82,64,65,17,19,69,91,84,63,80,validation
T002791,Pune,couple,2,0,0,2,balanced,12514,medium,budget,no_restriction,vegan,lowest_cost,December,2,family_traveller,94,82,86,68,71,64,88,57,38,56,66,62,train
T002792,Mumbai,family,5,2,0,7,easy_going,109718,high,standard,no_restriction,vegetarian,fastest,April,3,balanced_traveller,33,76,56,44,63,77,54,76,52,42,78,48,train
T002793,Mumbai,friends,3,0,0,3,easy_going,36266,low,standard,no_restriction,no_preference,private_transport,April,5,adventure_traveller,61,53,79,84,42,100,26,12,63,87,46,11,validation
T002794,Mumbai,couple,2,0,0,2,easy_going,41411,medium,premium,no_restriction,no_preference,balanced,March,4,adventure_traveller,66,53,92,74,43,83,52,21,56,77,53,0,train
T002795,Bengaluru,friends,5,0,0,5,packed,88133,medium,standard,no_restriction,non_vegetarian,fastest,February,5,adventure_traveller,56,54,84,91,52,82,52,16,70,85,60,18,train
T002796,Hyderabad,friends,3,0,0,3,easy_going,10741,low,budget,no_restriction,vegetarian,lowest_cost,December,1,beach_traveller,58,22,94,77,58,46,39,60,23,65,65,19,train
T002797,Pune,family,4,1,0,5,balanced,98383,low,luxury,no_restriction,vegetarian,balanced,December,4,wellness_traveller,92,68,83,47,65,13,16,58,67,65,58,52,train
T002798,Bengaluru,couple,2,0,0,2,balanced,8953,low,standard,no_restriction,no_preference,fastest,November,1,nightlife_traveller,66,18,79,74,58,15,26,4,31,38,46,99,test
T002799,Bengaluru,friends,3,0,0,3,packed,105149,medium,premium,no_restriction,no_preference,lowest_cost,February,6,senior_traveller,84,78,70,53,59,5,17,56,62,37,49,59,train
T002800,Kochi,couple,2,0,0,2,packed,15982,medium,budget,no_restriction,non_vegetarian,balanced,February,2,family_traveller,93,63,82,68,71,51,61,65,72,61,60,53,train
T002801,Ahmedabad,friends,4,0,0,4,easy_going,58024,high,budget,no_restriction,no_preference,lowest_cost,February,3,family_traveller,88,78,86,38,49,36,46,47,32,71,50,53,train
T002802,Bengaluru,family,5,2,1,8,easy_going,132779,high,luxury,no_restriction,no_preference,public_transport,October,2,beach_traveller,74,0,82,89,68,63,55,20,46,86,46,15,train
T002803,Bengaluru,couple,2,0,0,2,packed,28813,high,standard,no_restriction,vegetarian,balanced,April,2,adventure_traveller,58,42,75,92,47,81,53,17,55,80,51,15,train
T002804,Nagpur,couple,2,0,0,2,easy_going,33506,high,standard,no_restriction,vegetarian,balanced,November,3,culture_traveller,51,81,58,68,59,0,3,38,77,84,46,75,train
T002805,Kolkata,family,4,4,0,8,packed,45554,low,budget,no_restriction,no_preference,fastest,January,3,family_traveller,62,36,99,63,0,37,1,62,91,74,26,17,test
T002806,Delhi,couple,2,0,0,2,balanced,15223,low,premium,no_restriction,non_vegetarian,public_transport,December,2,wellness_traveller,80,12,83,32,44,65,60,56,40,47,6,16,train
T002807,Ahmedabad,solo,1,0,0,1,balanced,12689,medium,budget,no_restriction,no_preference,lowest_cost,May,2,senior_traveller,89,75,80,55,38,28,12,56,63,65,42,61,train
T002808,Chennai,solo,1,0,0,1,balanced,48169,high,standard,no_restriction,no_preference,balanced,December,4,family_traveller,81,83,78,77,46,33,39,47,62,54,60,48,validation
T002809,Delhi,family,5,4,0,9,easy_going,46727,medium,luxury,no_restriction,no_preference,fastest,September,1,beach_traveller,49,9,86,95,84,67,56,68,24,79,80,32,test
T002810,Kolkata,solo,1,0,0,1,easy_going,59202,medium,premium,no_restriction,no_preference,balanced,October,6,culture_traveller,32,94,54,61,80,32,17,50,78,77,72,86,train
T002811,Chennai,friends,6,0,0,6,balanced,68877,low,standard,no_restriction,non_vegetarian,lowest_cost,November,8,family_traveller,68,83,82,54,52,66,42,71,56,46,53,59,test
T002812,Pune,couple,2,0,0,2,balanced,32797,medium,budget,no_restriction,non_vegetarian,private_transport,March,6,family_traveller,50,1,69,96,35,92,88,34,20,33,91,42,train
T002813,Kochi,friends,3,0,0,3,balanced,13900,low,standard,no_restriction,vegetarian,lowest_cost,March,1,family_traveller,81,90,93,44,67,56,41,45,52,69,44,35,train
T002814,Kochi,seniors,2,0,4,6,easy_going,40355,low,budget,no_restriction,non_vegetarian,lowest_cost,May,3,adventure_traveller,61,54,68,84,70,81,53,23,68,79,39,22,train
T002815,Ahmedabad,couple,2,0,0,2,easy_going,51838,medium,budget,no_restriction,vegetarian,public_transport,February,9,nightlife_traveller,85,72,65,81,69,68,72,88,31,56,32,0,train
T002816,Pune,couple,2,0,0,2,balanced,69515,medium,premium,no_restriction,vegetarian,lowest_cost,March,5,food_traveller,77,79,42,46,36,0,38,77,53,62,25,64,train
T002817,Chennai,solo,1,0,0,1,packed,38339,medium,premium,no_restriction,vegetarian,balanced,December,4,adventure_traveller,69,58,94,76,44,76,64,28,41,75,60,36,test
T002818,Indore,couple,2,0,0,2,balanced,12245,low,premium,no_restriction,non_vegetarian,lowest_cost,December,1,wellness_traveller,80,53,75,78,78,44,9,57,51,47,54,76,validation
T002819,Chennai,solo,1,0,0,1,balanced,5330,low,standard,no_restriction,non_vegetarian,lowest_cost,May,1,culture_traveller,60,81,40,46,52,19,24,52,93,78,58,90,train
T002820,Indore,family,4,2,0,6,packed,65458,medium,budget,no_restriction,vegan,private_transport,February,4,nightlife_traveller,81,39,49,40,55,48,92,84,2,67,54,29,train
T002821,Chennai,family,5,3,0,8,balanced,94510,high,standard,no_restriction,vegetarian,balanced,August,4,adventure_traveller,67,52,77,91,64,75,65,7,37,84,41,3,test
T002822,Delhi,couple,2,0,0,2,balanced,10263,low,budget,no_restriction,no_preference,lowest_cost,December,1,culture_traveller,56,69,49,58,45,24,36,67,81,93,58,80,train
T002823,Chennai,couple,2,0,0,2,easy_going,18602,high,standard,no_restriction,no_preference,lowest_cost,February,1,nightlife_traveller,79,50,54,61,60,74,80,89,8,41,68,25,train
T002824,Hyderabad,family,5,3,1,9,balanced,115957,high,premium,no_restriction,no_preference,lowest_cost,February,2,family_traveller,86,80,69,75,57,59,67,54,53,71,47,67,train
T002825,Chennai,friends,5,0,0,5,packed,69735,low,luxury,no_restriction,no_preference,lowest_cost,January,4,wellness_traveller,92,38,80,45,93,0,50,52,50,66,56,46,test
T002826,Ahmedabad,solo,1,0,0,1,balanced,23960,medium,standard,no_restriction,no_preference,fastest,February,3,senior_traveller,77,83,80,43,42,29,4,67,51,29,64,66,train
T002827,Jaipur,family,2,1,0,3,easy_going,132233,high,luxury,no_restriction,no_preference,lowest_cost,January,3,family_traveller,56,19,64,26,24,59,59,84,19,98,36,96,train
T002828,Delhi,friends,6,0,0,6,balanced,81414,high,premium,no_restriction,vegetarian,balanced,December,2,senior_traveller,79,88,80,73,73,7,13,63,73,58,59,61,train
T002829,Chennai,friends,3,0,0,3,balanced,59324,medium,standard,no_restriction,vegetarian,lowest_cost,January,6,family_traveller,73,90,83,59,50,66,54,66,51,44,48,62,train
T002830,Kolkata,seniors,0,0,3,3,balanced,58474,medium,premium,no_restriction,no_preference,private_transport,January,3,senior_traveller,83,82,82,60,58,7,0,82,49,54,70,61,validation
T002831,Jaipur,solo,1,0,0,1,balanced,6361,medium,budget,no_restriction,vegetarian,lowest_cost,November,1,family_traveller,88,88,87,51,55,46,59,47,62,71,56,50,test
T002832,Kochi,couple,2,0,0,2,easy_going,27691,medium,budget,no_restriction,non_vegetarian,lowest_cost,December,6,beach_traveller,10,39,28,40,40,35,51,93,52,82,77,41,train
T002833,Pune,friends,8,0,0,8,balanced,78903,medium,budget,no_restriction,no_preference,balanced,December,3,wellness_traveller,85,58,54,27,51,2,48,21,89,27,51,0,train
T002834,Pune,couple,2,0,0,2,balanced,34515,low,premium,wheelchair_friendly_preference,no_preference,balanced,May,4,nightlife_traveller,76,63,48,68,52,60,79,75,0,41,53,25,train
T002835,Hyderabad,seniors,1,0,4,5,balanced,36731,medium,premium,no_restriction,vegan,balanced,March,1,nightlife_traveller,75,49,42,45,37,61,75,94,32,57,63,31,test
T002836,Nagpur,family,2,1,0,3,balanced,18937,low,standard,no_restriction,no_preference,lowest_cost,February,3,balanced_traveller,51,48,45,49,49,51,61,63,60,26,44,44,test
T002837,Ahmedabad,family,3,2,0,5,packed,61075,low,premium,no_restriction,vegetarian,fastest,January,6,family_traveller,92,86,88,58,60,68,43,49,57,57,39,66,train
T002838,Mumbai,solo,1,0,0,1,balanced,7983,high,budget,no_restriction,vegan,lowest_cost,October,1,food_traveller,57,85,47,53,64,0,66,69,48,60,4,42,train
T002839,Chennai,friends,7,0,0,7,packed,64262,low,premium,no_restriction,no_preference,lowest_cost,September,3,food_traveller,81,84,77,49,72,2,61,85,56,68,20,60,train
T002840,Indore,couple,2,0,0,2,balanced,75502,high,premium,no_restriction,vegetarian,public_transport,January,3,balanced_traveller,54,53,40,67,43,66,41,59,44,48,62,71,train
T002841,Kolkata,couple,2,0,0,2,balanced,13044,low,budget,no_restriction,vegetarian,private_transport,November,3,nightlife_traveller,67,54,48,71,63,79,90,82,21,61,46,25,train
T002842,Hyderabad,couple,2,0,0,2,balanced,53544,medium,luxury,no_restriction,no_preference,balanced,August,2,family_traveller,72,79,96,49,52,54,48,38,78,35,36,65,train
T002843,Delhi,family,2,1,0,3,easy_going,21893,medium,budget,no_restriction,no_preference,private_transport,April,3,family_traveller,87,89,66,61,48,51,60,58,54,64,59,47,train
T002844,Nagpur,family,2,2,0,4,easy_going,14693,low,premium,no_restriction,vegetarian,lowest_cost,January,1,family_traveller,74,75,72,54,61,61,47,68,58,69,60,53,train
T002845,Hyderabad,solo,1,0,0,1,balanced,18278,low,premium,no_restriction,no_preference,lowest_cost,October,3,nightlife_traveller,100,54,31,59,69,63,85,76,14,46,48,17,test
T002846,Chennai,seniors,1,0,3,4,packed,37182,medium,luxury,no_restriction,non_vegetarian,public_transport,November,1,food_traveller,99,77,37,57,66,43,55,79,70,45,16,57,train
T002847,Chennai,friends,4,0,0,4,packed,54614,high,standard,no_restriction,no_preference,balanced,December,2,adventure_traveller,48,36,94,80,59,88,73,17,46,81,55,12,train
T002848,Indore,couple,2,0,0,2,balanced,13971,medium,budget,no_restriction,vegetarian,lowest_cost,October,1,senior_traveller,80,80,91,54,59,16,24,47,43,51,45,54,train
T002849,Kolkata,couple,2,0,0,2,balanced,79042,low,luxury,no_restriction,non_vegetarian,balanced,May,4,wellness_traveller,74,54,99,54,80,19,8,28,74,64,70,59,train
T002850,Ahmedabad,friends,4,0,0,4,easy_going,63082,medium,premium,no_restriction,vegetarian,private_transport,November,3,culture_traveller,75,85,54,72,42,16,7,43,73,76,59,79,train
T002851,Delhi,couple,2,0,0,2,balanced,48866,high,standard,no_restriction,non_vegetarian,fastest,December,3,culture_traveller,56,78,89,55,56,8,5,36,78,79,69,79,train
T002852,Indore,seniors,1,0,3,4,balanced,26934,low,standard,no_restriction,no_preference,fastest,January,3,senior_traveller,78,79,70,56,42,38,36,69,57,59,53,62,test
T002853,Indore,couple,2,0,0,2,balanced,146532,high,luxury,no_restriction,vegetarian,balanced,December,4,balanced_traveller,51,49,58,55,54,74,85,53,84,52,66,44,test
T002854,Kolkata,solo,1,0,0,1,balanced,11485,medium,budget,no_restriction,no_preference,balanced,December,3,food_traveller,93,86,42,52,49,31,44,83,52,47,22,54,validation
T002855,Delhi,family,2,3,0,5,balanced,50713,high,budget,no_restriction,no_preference,balanced,March,3,culture_traveller,47,76,63,57,39,44,42,59,76,76,61,93,train
T002856,Ahmedabad,couple,2,0,0,2,balanced,20595,medium,budget,no_restriction,non_vegetarian,lowest_cost,November,3,family_traveller,80,69,85,60,84,53,75,53,52,36,70,58,train
T002857,Delhi,family,3,2,0,5,easy_going,53340,high,budget,no_restriction,vegetarian,fastest,December,3,family_traveller,81,89,77,63,61,56,81,62,52,75,35,39,train
T002858,Nagpur,family,4,4,0,8,balanced,102678,low,premium,no_restriction,non_vegetarian,balanced,March,6,family_traveller,49,37,92,95,25,71,23,74,29,73,2,70,test
T002859,Indore,solo,1,0,0,1,packed,24730,medium,premium,no_restriction,no_preference,public_transport,December,2,family_traveller,81,82,91,58,75,56,38,46,48,58,75,59,test
T002860,Delhi,family,5,3,0,8,balanced,181074,high,standard,no_restriction,vegetarian,balanced,February,6,balanced_traveller,87,73,69,66,41,59,51,56,58,36,53,58,train
T002861,Nagpur,seniors,2,0,1,3,packed,19163,medium,premium,no_restriction,no_preference,public_transport,January,1,senior_traveller,80,81,92,71,45,18,38,52,60,63,73,65,test
T002862,Bengaluru,couple,2,0,0,2,balanced,12056,low,budget,no_restriction,no_preference,private_transport,October,2,family_traveller,74,62,74,59,74,27,44,61,51,58,61,52,train
